8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209217	0.114847	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47196	0.240711	0.00104071	-0.212743	8.56759	0.241943	8.45	0.25	0	0
8.46436	0.252216	-0.00962911	0.0240119	8.45582	0.253997	8.45	0.25	0	0
8.37522	0.252558	-1.12492	-0.00167037	8.42544	0.254042	8.35	0.25	-1.81979	0
8.29074	0.25099	-1.1426	-0.00704603	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08362	0.227172	-2.56434	-0.150555	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.9282	0.185973	-2.58846	-0.294311	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.75679	0.170335	-2.91053	-0.299553	7.61269	0.155818	7.7	0.15	-2.99982	0
7.5964	0.157926	-2.92887	-0.28954	7.54016	0.159641	7.55	0.15	-2.99982	0
7.49349	0.128894	-2.40111	-0.327933	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.35805	0.077917	-2.40525	-0.429656	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.20327	0.0446647	-2.60646	-0.458716	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.05903	-0.00919074	-2.6083	-0.54181	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.96173	-0.0672984	-2.13468	-0.628137	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84521	-0.159376	-2.1354	-0.792712	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.7398	-0.231626	-2.09938	-0.888307	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63549	-0.339313	-2.10353	-1.07077	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.60017	-0.441356	-1.51087	-1.24488	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.52927	-0.551036	-1.50932	-1.38284	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49749	-0.689727	-1.02809	-1.60955	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.43956	-0.867714	-1.04796	-1.87259	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.35054	-0.998086	-1.31119	-1.9229	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.27075	-1.15217	-1.33906	-2.06585	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.34808	-1.37399	-0.0506181	-2.59747	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.34397	-1.56131	-0.0690335	-2.72785	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.29037	-1.69388	-0.48993	-2.62911	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.25727	-1.86507	-0.523843	-2.74536	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.30048	-2.06511	0.0944104	-3.09193	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.3119	-2.22336	0.105163	-3.10063	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.30165	-2.38242	-0.0459704	-3.02057	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.30862	-2.54675	-0.0261251	-3.01286	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.35049	-2.73395	0.318093	-3.18351	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.38526	-2.88447	0.36671	-3.11089	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.39819	-3.02196	0.276817	-3.01762	6.46536	-3.00452	6.45	-3	0	-2.99754
6.41954	-3.16407	0.29713	-2.99103	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.46899	-3.34404	0.556298	-3.13132	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.51354	-3.49508	0.597321	-3.07043	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.58895	-3.67604	0.921055	-3.2284	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.67394	-3.81428	1.01579	-3.11223	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.72943	-3.96259	0.939668	-2.99694	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.80483	-4.09993	1.00547	-2.916	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.85771	-4.24443	0.957972	-2.84248	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.92288	-4.38079	0.995729	-2.78624	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.95398	-4.49918	0.734592	-2.55224	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01337	-4.60799	0.79272	-2.46455	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.07301	-4.742	0.896074	-2.50038	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.13004	-4.87172	0.916919	-2.4773	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.22916	-5.04207	1.29651	-2.75234	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
7.30507	-5.18102	1.31325	-2.71943	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.36488	-5.3151	1.22177	-2.63163	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.43659	-5.4564	1.23332	-2.62091	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.51246	-5.59658	1.24629	-2.60263	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.6039	-5.71131	1.31139	-2.5234	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66689	-5.83631	1.24628	-2.45284	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73683	-5.96594	1.25219	-2.43959	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84943	-6.1293	1.68281	-2.79066	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.94203	-6.25905	1.70636	-2.76305	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.02194	-6.38897	1.52253	-2.58196	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.12737	-6.50234	1.5849	-2.5034	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.1962	-6.62214	1.46242	-2.39363	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27136	-6.75438	1.45056	-2.39733	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.35037	-6.88318	1.47284	-2.4091	8.25647	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44108	-6.99669	1.50383	-2.35984	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50625	-7.1065	1.45696	-2.32038	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.56906	-7.23205	1.43012	-2.34748	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67439	-7.3855	1.73305	-2.63004	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.75195	-7.52701	1.70786	-2.65743	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.8063	-7.63583	1.34421	-2.32865	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.87191	-7.76499	1.32527	-2.33503	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.94561	-7.894	1.41426	-2.43054	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.99906	-8.02821	1.36963	-2.46759	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.03168	-8.12517	1.06084	-2.18437	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.08184	-8.24811	1.04115	-2.19444	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15664	-8.38692	1.23588	-2.39862	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19639	-8.52586	1.17729	-2.45237	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.23463	-8.63687	0.952304	-2.2412	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.27453	-8.76726	0.920756	-2.26303	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40301	-8.9755	1.64788	-3.01323	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.4719	-9.13811	1.61161	-3.0464	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.5097	-9.24371	1.24308	-2.66724	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.56637	-9.37348	1.23258	-2.66149	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60209	-9.48307	1.05127	-2.48527	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.62068	-9.63077	0.963103	-2.55329	9.54779	-9.64959	9.55	-9.65	0	-3.0002
